Distance_(microns),Gray_Value
74.6200,169.658
74.6850,169.779
74.7500,169.913
74.8150,169.968
74.8800,170.000
74.9450,170.048
75.0100,170.446
75.0750,170.689
75.1400,170.836
75.2050,171.000
75.2700,171.000
75.3350,171.000
75.4000,170.941
75.4650,170.845
75.5300,170.456
75.5950,170.011
75.6600,170.000
75.7250,170.000
75.7900,170.000
75.8550,170.000
75.9200,170.000
75.9850,170.000
76.0500,169.934
76.1150,169.769
76.1800,169.660
76.2450,169.569
76.3100,169.460
76.3750,169.368
76.4400,169.277
76.5050,169.168
76.5700,169.075
76.6350,169.000
76.7000,168.947
76.7650,168.617
76.8300,168.364
76.8950,168.119
76.9600,168.028
77.0250,168.000
77.0900,168.000
77.1550,168.000
77.2200,167.964
77.2850,167.890
77.3500,167.781
77.4150,167.688
77.4800,167.680
77.5450,167.970
77.6100,168.389
77.6750,168.577
77.7400,168.918
77.8050,169.000
77.8700,169.000
77.9350,169.000
78.0000,169.000
78.0650,168.740
78.1300,168.398
78.1950,168.307
78.2600,168.117
78.3250,167.641
78.3900,167.377
78.4550,167.173
78.5200,167.082
78.5850,167.000
78.6500,167.000
78.7150,167.000
78.7800,167.000
78.8450,166.926
78.9100,166.835
78.9750,166.726
79.0400,166.673
79.1050,166.686
79.1700,166.801
79.2350,166.994
79.3000,167.237
79.3650,167.355
79.4300,167.449
79.4950,167.532
79.5600,167.973
79.6250,168.157
79.6900,168.292
79.7550,168.397
79.8200,168.530
79.8850,168.647
79.9500,168.743
80.0150,168.780
80.0800,168.760
80.1450,169.009
80.2100,169.000
80.2750,169.008
80.3400,169.021
80.4050,169.167
80.4700,169.280
80.5350,169.366
80.6000,169.450
80.6650,169.590
80.7300,169.726
80.7950,169.664
80.8600,169.732
80.9250,169.732
80.9900,169.640
81.0550,169.661
81.1200,169.707
81.1850,169.666
81.2500,169.789
81.3150,169.923
81.3800,169.971
81.4450,170.000
81.5100,170.000
81.5750,170.000
81.6400,170.000
81.7050,170.000
