Distance_(microns),Gray_Value
49.595,83.469
49.660,83.100
49.725,81.424
49.790,78.920
49.855,79.833
49.920,82.365
49.985,82.602
50.050,83.959
50.115,85.287
50.180,88.367
50.245,93.957
50.310,96.532
50.375,99.258
50.440,97.710
50.505,95.936
50.570,92.971
50.635,94.630
50.700,95.302
50.765,91.499
50.830,90.143
50.895,90.368
50.960,89.928
51.025,89.685
51.090,90.399
51.155,86.518
51.220,84.103
51.285,83.444
51.350,81.459
51.415,80.115
51.480,76.950
51.545,78.857
51.610,77.670
51.675,76.604
51.740,73.172
51.805,72.379
51.870,74.892
51.935,70.036
52.000,71.359
52.065,73.061
52.130,75.643
52.195,76.822
52.260,79.052
52.325,81.410
52.390,85.159
52.455,83.272
52.520,84.444
52.585,85.278
52.650,83.998
52.715,83.224
52.780,83.285
52.845,84.670
52.910,84.829
52.975,83.283
53.040,84.341
53.105,87.792
53.170,88.880
53.235,82.508
53.300,80.963
53.365,81.333
53.430,82.313
53.495,85.320
53.560,90.341
53.625,93.107
53.690,92.876
53.755,94.428
53.820,96.718
53.885,98.039
53.950,97.812
54.015,95.264
54.080,91.444
54.145,85.617
54.210,80.348
54.275,75.414
54.340,71.856
54.405,70.187
54.470,71.216
54.535,71.633
54.600,74.202
54.665,77.729
54.730,80.225
54.795,79.921
54.860,77.525
54.925,75.999
54.990,73.631
55.055,72.154
55.120,71.175
55.185,68.844
55.250,69.811
55.315,70.393
55.380,69.925
55.445,72.349
55.510,76.152
55.575,77.725
55.640,78.033
55.705,79.697
55.770,82.250
55.835,83.094
55.900,83.186
55.965,83.808
56.030,84.410
56.095,86.429
56.160,89.317
56.225,93.915
56.290,93.334
56.355,93.692
56.420,96.350
56.485,95.552
56.550,93.027
56.615,92.272
56.680,91.305
56.745,91.589
56.810,94.738
56.875,96.139
56.940,96.677
57.005,95.919
57.070,94.214
57.135,96.330
57.200,100.218
57.265,103.471
57.330,106.273
57.395,106.500
57.460,104.440
57.525,105.101
57.590,104.549
57.655,105.203
57.720,104.637
57.785,102.942
57.850,104.857
57.915,104.950
57.980,103.217
58.045,102.013
58.110,101.373
58.175,97.770
58.240,99.672
58.305,103.390
58.370,104.853
58.435,107.143
58.500,109.412
58.565,114.970
58.630,116.575
58.695,117.493
58.760,122.965
58.825,124.825
58.890,127.983
58.955,131.973
59.020,138.503
59.085,144.707
59.150,148.251
59.215,151.614
59.280,152.083
59.345,154.385
59.410,154.354
59.475,154.843
59.540,148.004
59.605,140.462
59.670,141.256
59.735,143.580
59.800,144.145
59.865,143.713
59.930,140.482
59.995,137.159
60.060,138.889
60.125,138.531
60.190,137.959
60.255,141.490
60.320,141.256
60.385,140.443
60.450,138.566
60.515,135.599
60.580,137.772
60.645,141.487
60.710,136.759
60.775,134.011
60.840,139.169
60.905,141.106
60.970,138.391
61.035,136.131
61.100,132.786
61.165,132.049
61.230,134.884
61.295,135.254
61.360,136.375
61.425,134.798
61.490,130.135
61.555,129.746
61.620,130.028
61.685,130.159
61.750,128.586
61.815,126.879
61.880,125.309
61.945,124.424
62.010,121.658
62.075,119.713
62.140,118.978
62.205,119.193
62.270,116.248
62.335,116.527
62.400,117.343
62.465,112.441
62.530,114.733
62.595,117.518
62.660,112.975
62.725,111.147
62.790,115.585
62.855,117.352
62.920,120.436
62.985,122.618
63.050,129.888
63.115,133.384
63.180,133.186
63.245,138.856
63.310,139.782
63.375,140.997
63.440,143.883
63.505,143.708
63.570,142.138
63.635,140.577
63.700,138.433
63.765,140.208
63.830,139.782
63.895,139.171
63.960,137.369
64.025,139.071
64.090,138.079
64.155,139.729
64.220,142.110
64.285,141.809
64.350,140.261
64.415,143.684
64.480,143.992
64.545,145.584
64.610,145.127
64.675,146.851
64.740,148.809
64.805,148.943
64.870,150.402
64.935,152.599
65.000,154.094
65.065,154.521
65.130,153.487
65.195,155.521
65.260,156.803
65.325,156.807
65.390,154.373
65.455,154.502
65.520,155.805
65.585,152.303
65.650,148.892
65.715,147.433
65.780,144.237
65.845,143.533
65.910,146.847
65.975,150.097
66.040,156.408
66.105,163.587
66.170,164.008
66.235,160.704
66.300,154.102
66.365,142.086
66.430,131.747
66.495,120.116
66.560,105.192
66.625,89.856
66.690,78.364
66.755,71.801
66.820,67.519
66.885,66.718
66.950,70.408
67.015,77.927
67.080,90.443
67.145,109.400
67.210,129.533
67.275,142.625
67.340,153.757
67.405,161.067
67.470,163.662
67.535,162.298
67.600,156.036
67.665,149.994
67.730,148.636
67.795,149.346
67.860,150.925
67.925,151.147
67.990,149.695
68.055,150.967
68.120,148.751
68.185,145.699
68.250,145.559
68.315,144.618
68.380,147.738
68.445,153.560
68.510,152.419
68.575,144.466
68.640,133.040
68.705,122.636
68.770,109.256
68.835,101.270
68.900,100.402
68.965,105.896
69.030,112.914
69.095,120.104
69.160,128.747
69.225,133.100
69.290,137.336
69.355,138.522
69.420,133.898
69.485,127.585
69.550,123.875
